latitude,longitude,area_in_meters,confidence,geometry,full_plus_code
-34.60150682,-58.37414757,190.3461,0.7201,"POLYGON((-58.3739867018637 -34.6015328079038, -58.3739896044702 -34.6014749541728, -58.3742451611503 -34.601483720462, -58.3742463813599 -34.6014593981718, -58.3742936682532 -34.6014610201822, -58.3742895456611 -34.6015431962055, -58.3739867018637 -34.6015328079038))",48Q39JXG+98XM
-34.59781747,-58.37860093,192.5704,0.7657,"POLYGON((-58.3785964 -34.5979361, -58.3785957 -34.5979046, -58.3785561 -34.5979052, -58.3785522 -34.5977123, -58.3786421 -34.5977111, -58.3786466 -34.5979354, -58.3785964 -34.5979361))",48Q3CJ2C+VHC9
-34.60232232,-58.38573059,58.1892,0.7103,"POLYGON((-58.3856895693148 -34.60235739141, -58.3856932675473 -34.6022845361518, -58.385771607969 -34.602287255042, -58.385767909805 -34.6023601103019, -58.3856895693148 -34.60235739141))",48Q39JX7+3PC4
-34.60893554,-58.37545405,15.0004,0.6823,"POLYGON((-58.3754395490551 -34.6089634340073, -58.3754426792471 -34.6089066586055, -58.3754685878708 -34.608907635079, -58.3754654576965 -34.6089644104811, -58.3754395490551 -34.6089634340073))",48Q39JRF+CRFF
-34.60787646,-58.38915018,162.3731,0.8213,"POLYGON((-58.3891872356656 -34.607962862106, -58.3891898051672 -34.6079140024683, -58.3890440309689 -34.607908761594, -58.3890456416125 -34.6078781358548, -58.3890729006027 -34.6078791158832, -58.389075973928 -34.6078206774324, -58.3892273706974 -34.6078261204156, -58.3892201174182 -34.6079640442462, -58.3891872356656 -34.607962862106))",48Q39JR6+R8XR
-34.60369437,-58.38975742,19.6045,0.7511,"POLYGON((-58.3897321076736 -34.6037138219354, -58.389728910005 -34.6036782343024, -58.3897827420801 -34.603674927267, -58.3897859397715 -34.6037105148979, -58.3897321076736 -34.6037138219354))",48Q39JW6+G3H9
-34.60057812,-58.3893388,318.0871,0.7867,"POLYGON((-58.3892816107914 -34.6006422594316, -58.3892827759242 -34.6006144286174, -58.3891526265867 -34.6006107030374, -58.3891554492984 -34.600543281127, -58.3893837293739 -34.600549815653, -58.3893865558698 -34.6004822988783, -58.3894670037027 -34.6004846016003, -58.389460189737 -34.6006473711016, -58.3892816107914 -34.6006422594316))",48Q39JX6+Q77R
-34.59965357,-58.38373048,296.3196,0.7606,"POLYGON((-58.3836072582328 -34.5997024589926, -58.3836096754388 -34.5996621828922, -58.3835842444908 -34.5996611392921, -58.3835889889884 -34.5995820855864, -58.3836932378327 -34.5995863635752, -58.3836907900576 -34.5996271497265, -58.3837775932081 -34.5996307117391, -58.3837800409409 -34.5995899255869, -58.3838412286355 -34.5995924364191, -58.3838387809326 -34.599633222572, -58.383883447495 -34.5996350554409, -58.3838787338851 -34.5997135991008, -58.3836072582328 -34.5997024589926))",48Q3CJ28+4GJW
-34.60717279,-58.38914241,106.2507,0.8207,"POLYGON((-58.3890817399213 -34.6072154152136, -58.3890856778809 -34.6071266100096, -58.3892030875925 -34.6071301692333, -58.3891991497584 -34.6072189744381, -58.3890817399213 -34.6072154152136))",48Q39JV6+48Q3
-34.60771099,-58.38033447,313.6756,0.8114,"POLYGON((-58.3802134243626 -34.6077715383407, -58.3802221789113 -34.6076398413346, -58.3804555203275 -34.6076504451018, -58.3804467661476 -34.6077821421155, -58.3802134243626 -34.6077715383407))",48Q39JR9+WV7F
-34.59650148,-58.38886659,87.5994,0.7809,"POLYGON((-58.3887971845632 -34.5965296383572, -58.3888028061719 -34.5964653582073, -58.3889360039665 -34.5964733237365, -58.3889303824603 -34.5965376038899, -58.3887971845632 -34.5965296383572))",48Q3CJ36+9FRV
-34.59958021,-58.38000285,34.5363,0.7488,"POLYGON((-58.3799558036271 -34.5995966279844, -58.379958201243 -34.5995597261857, -58.380049893211 -34.5995637996603, -58.3800474956356 -34.5996007014598, -58.3799558036271 -34.5995966279844))",48Q3CJ29+5X9Q
-34.60845692,-58.3776083,255.5767,0.8242,"POLYGON((-58.3776903 -34.6085281, -58.3774724 -34.6085164, -58.3774778 -34.6084481, -58.3775851 -34.6084538, -58.3775923 -34.6083623, -58.3777029 -34.6083683, -58.3776903 -34.6085281))",48Q39JRC+JX6P
-34.59941451,-58.38064423,91.8511,0.6937,"POLYGON((-58.3805783309002 -34.5994575114472, -58.3805795672307 -34.5994297088247, -58.3806036629384 -34.5994304414702, -58.3806066452755 -34.5993633741393, -58.3806945835047 -34.599366047919, -58.3806903649449 -34.5994609178731, -58.3805783309002 -34.5994575114472))",48Q3CJ29+6PQF
-34.60497826,-58.38331359,119.6405,0.7031,"POLYGON((-58.3832583196601 -34.6050325908907, -58.3832648834397 -34.6049197848445, -58.383368857375 -34.6049239209342, -58.3833622937357 -34.6050367269826, -58.3832583196601 -34.6050325908907))",48Q39JW8+2M3X
-34.5989158,-58.38613081,125.0591,0.7039,"POLYGON((-58.3860481572066 -34.5989489765632, -58.3860562719764 -34.5988713915169, -58.3862134717127 -34.598882633901, -58.3862053570889 -34.5989602189544, -58.3860481572066 -34.5989489765632))",48Q3CJ27+CGQ9
-34.60751686,-58.37383832,21.9098,0.683,"POLYGON((-58.3738073832558 -34.6074982574463, -58.3738442382125 -34.6074856140752, -58.3738692474553 -34.6075354514157, -58.3738323924809 -34.6075480947947, -58.3738073832558 -34.6074982574463))",48Q39JRG+XFV6
-34.5974636,-58.37658331,155.5703,0.8077,"POLYGON((-58.3764750445466 -34.5974940446666, -58.3764807005093 -34.5974218620978, -58.3766915722588 -34.5974331604023, -58.3766859164788 -34.5975053429763, -58.3764750445466 -34.5974940446666))",48Q3CJ3F+297F
-34.61161925,-58.38282227,97.3321,0.7278,"POLYGON((-58.3827753 -34.6116742, -58.382795 -34.6115471, -58.3828603 -34.6115541, -58.3828483 -34.6116313, -58.3828707 -34.6116337, -58.3828629 -34.6116835, -58.3827753 -34.6116742))",48Q39JQ8+9V38
-34.60078842,-58.38792498,301.5912,0.7278,"POLYGON((-58.3878455702211 -34.6008847873503, -58.387854433667 -34.6006874541596, -58.3880043953648 -34.6006920595593, -58.3879955322743 -34.6008893927487, -58.3878455702211 -34.6008847873503))",48Q39JX6+MRPF
-34.60617914,-58.3887806,145.4074,0.7852,"POLYGON((-58.3886473874911 -34.6062019579968, -58.3886515661167 -34.6061398885467, -58.3886959973012 -34.6061419334724, -58.3886946507269 -34.6061619357055, -58.3887681434487 -34.6061653181388, -58.3887694900057 -34.6061453159058, -58.388904734544 -34.6061515402935, -58.3889005561067 -34.6062136097477, -58.3886473874911 -34.6062019579968))",48Q39JV6+GFHR
-34.6109323,-58.38513204,103.3046,0.7973,"POLYGON((-58.3850533276962 -34.6109631677558, -58.3850555535257 -34.6108978053682, -58.385210742805 -34.6109014177986, -58.3852085170973 -34.6109667801859, -58.3850533276962 -34.6109631677558))",48Q39JQ7+JWHQ
-34.59763148,-58.37617226,107.3054,0.7862,"POLYGON((-58.3761091559182 -34.5976725355267, -58.3761137045394 -34.597586043967, -58.3762353712578 -34.5975904191657, -58.3762308227631 -34.5976769107265, -58.3761091559182 -34.5976725355267))",48Q3CJ2F+WGWM
-34.59924675,-58.37896927,78.4352,0.6759,"POLYGON((-58.3789089100711 -34.5992830130987, -58.3789112984999 -34.5992251959842, -58.3789676462234 -34.5992267875966, -58.3789689379619 -34.599195517717, -58.3790187743603 -34.5991969253882, -58.3790150942859 -34.5992860123833, -58.3789089100711 -34.5992830130987))",48Q3CJ2C+8C25
-34.60108953,-58.38527864,21.6553,0.7343,"POLYGON((-58.3852445547291 -34.6011039539598, -58.3852469868321 -34.6010717072737, -58.3853127157592 -34.601075096812, -58.3853102836816 -34.6011073434988, -58.3852445547291 -34.6011039539598))",48Q39JX7+HV9C
-34.60053175,-58.37466552,124.6182,0.787,"POLYGON((-58.3745868700895 -34.6005498800975, -58.3746124753538 -34.6005506829192, -58.3746149911943 -34.6004958186019, -58.3746927794934 -34.6004982575267, -58.3746948386643 -34.6004533511074, -58.374740424773 -34.6004547803629, -58.3747358498679 -34.6005545511002, -58.3746616421421 -34.6005522244684, -58.3746607670141 -34.6005713091008, -58.3746339979057 -34.6005704697991, -58.3746321027017 -34.6006117997511, -58.3745840997168 -34.6006102946817, -58.3745868700895 -34.6005498800975))",48Q39JXG+Q4PP
-34.6013903,-58.38916681,50.991,0.7382,"POLYGON((-58.3891162338504 -34.6014083039942, -58.3891429320297 -34.6013492756498, -58.3892173951633 -34.6013723032187, -58.3891906970305 -34.6014313315777, -58.3891162338504 -34.6014083039942))",48Q39JX6+C8W8
-34.60751973,-58.38026623,596.2605,0.8347,"POLYGON((-58.3801667822999 -34.6076272129368, -58.3801694169896 -34.6075875789317, -58.3801183609695 -34.6075852587014, -58.3801301633812 -34.6074077146673, -58.3804084520889 -34.6074203611924, -58.3803940156882 -34.6076375392474, -58.3801667822999 -34.6076272129368))",48Q39JR9+XVX7
-34.59828715,-58.38994025,63.7248,0.7337,"POLYGON((-58.3899872 -34.598321, -58.38989 -34.5983176, -58.3898933 -34.5982533, -58.3899905 -34.5982567, -58.3899872 -34.598321))",48Q3CJ26+M2MH
-34.60601044,-58.38433642,423.4003,0.8408,"POLYGON((-58.3842807 -34.6062259, -58.384289 -34.6059552, -58.384316 -34.6059557, -58.3843168 -34.6059314, -58.3842897 -34.6059308, -58.384294 -34.6057909, -58.3843911 -34.6057929, -58.3843778 -34.6062279, -58.3842807 -34.6062259))",48Q39JV8+H7VC
-34.6032844,-58.37956599,63.3221,0.7453,"POLYGON((-58.3795146153685 -34.6032528572804, -58.3796213220017 -34.6032578167827, -58.3796173706646 -34.6033159424231, -58.379510663957 -34.6033109829199, -58.3795146153685 -34.6032528572804))",48Q39JWC+M5MQ
-34.61024009,-58.38637019,70.228,0.7521,"POLYGON((-58.386315796157 -34.6102684419948, -58.3863207556217 -34.6101908575685, -58.3863641523178 -34.6101927538731, -58.3863621131724 -34.6102246539433, -58.3864390543933 -34.6102280160038, -58.3864361341563 -34.6102737003634, -58.386315796157 -34.6102684419948))",48Q39JQ7+WF26
-34.60287907,-58.38030419,101.7448,0.7376,"POLYGON((-58.3803460000454 -34.6029046631984, -58.3803445953915 -34.6029235815634, -58.3802775156715 -34.6029201763103, -58.3802789203406 -34.6029012579456, -58.3802238879532 -34.6028984642384, -58.3802280726113 -34.602842104887, -58.3803822751536 -34.6028499328848, -58.3803780905997 -34.602906292239, -58.3803460000454 -34.6029046631984))",48Q39JW9+RVWV
-34.6084158,-58.37401455,210.0248,0.8556,"POLYGON((-58.3739189 -34.6084676, -58.3739265 -34.6083556, -58.3740577 -34.6083616, -58.3741102 -34.608364, -58.3741026 -34.608476, -58.3739189 -34.6084676))",48Q39JRG+J9Q8
-34.60782639,-58.37864936,121.129,0.7249,"POLYGON((-58.378554214596 -34.6078606762711, -58.3785553122271 -34.6078211839864, -58.3786011865554 -34.6078220556075, -58.3786024418338 -34.6077768902835, -58.3787050662423 -34.607778840106, -58.3787037313949 -34.6078268704159, -58.3787418671853 -34.6078275949581, -58.3787408492643 -34.6078642222566, -58.378554214596 -34.6078606762711))",48Q39JRC+VG9R
-34.59730509,-58.37418398,32.6475,0.6758,"POLYGON((-58.3741611715907 -34.597344644167, -58.3741674371917 -34.5972634512776, -58.3742067840679 -34.5972655275438, -58.3742005185054 -34.5973467204343, -58.3741611715907 -34.597344644167))",48Q3CJ3G+38GJ
-34.60988944,-58.37277516,240.4114,0.7822,"POLYGON((-58.3726026 -34.609856, -58.3728235 -34.6098632, -58.3728246 -34.609839, -58.3729281 -34.6098424, -58.3729238 -34.6099316, -58.3725995 -34.609921, -58.3726026 -34.609856))",48Q39JRG+2VXC
-34.60125013,-58.38815236,169.421,0.8169,"POLYGON((-58.388088 -34.6013174, -58.388099 -34.6011766, -58.3882167 -34.6011828, -58.3882057 -34.6013237, -58.388088 -34.6013174))",48Q39JX6+FPXR
-34.60498409,-58.39010595,42.101,0.7805,"POLYGON((-58.3900715344565 -34.6050144161772, -58.3900747807916 -34.6049514455243, -58.390140357366 -34.6049537567847, -58.3901371110803 -34.6050167274383, -58.3900715344565 -34.6050144161772))",48Q39JW5+2X2P
-34.59503648,-58.38774645,115.9995,0.8554,"POLYGON((-58.3876684089262 -34.5950684870044, -58.3876786128384 -34.5949912842999, -58.3878244932862 -34.5950044693469, -58.3878142895082 -34.5950816720603, -58.3876684089262 -34.5950684870044))",48Q3CJ36+XWJC
-34.59814109,-58.38993458,128.1389,0.7715,"POLYGON((-58.3898781642623 -34.5981985307806, -58.3898860432132 -34.5980789164203, -58.389990987287 -34.5980836431357, -58.3899831084842 -34.5982032574992, -58.3898781642623 -34.5981985307806))",48Q3CJ26+P2W6
-34.60888487,-58.38219508,19.4453,0.7374,"POLYGON((-58.3821729128133 -34.6089069830113, -58.3821758305223 -34.6088609662723, -58.3822172409478 -34.6088627611765, -58.3822143232616 -34.6089087779159, -58.3821729128133 -34.6089069830113))",48Q39JR9+C4VQ
-34.60496575,-58.384453,278.5759,0.8096,"POLYGON((-58.3843388608949 -34.6050748059422, -58.3843440432348 -34.6050163254802, -58.3844685609503 -34.6050238692807, -58.3844765207833 -34.6049340443657, -58.3843786440725 -34.6049281145975, -58.3843860951832 -34.6048440314728, -58.3845343849084 -34.6048530154407, -58.3845137919511 -34.6050854039528, -58.3843388608949 -34.6050748059422))",48Q39JW8+2678
-34.61040132,-58.38558583,186.1155,0.7594,"POLYGON((-58.3855207818542 -34.6104696535417, -58.38550453182 -34.6103461370723, -58.3856508709194 -34.6103329762309, -58.3856671211662 -34.6104564926726, -58.3855207818542 -34.6104696535417))",48Q39JQ7+RQMV
-34.59650971,-58.38097852,76.8968,0.7,"POLYGON((-58.380892813199 -34.5965235704307, -58.3808998493847 -34.5964783589656, -58.3810642352129 -34.5964958529219, -58.3810571991155 -34.5965410643942, -58.380892813199 -34.5965235704307))",48Q3CJ39+9JRP
-34.59947689,-58.37773365,83.5092,0.8033,"POLYGON((-58.3776888615506 -34.5995239884186, -58.3776944792943 -34.5994264815007, -58.3777784384685 -34.59942978898, -58.3777728208264 -34.5995272958993, -58.3776888615506 -34.5995239884186))",48Q3CJ2C+6W2W
-34.59787274,-58.38073039,189.5878,0.82,"POLYGON((-58.3806683964804 -34.5978894172771, -58.380634392002 -34.5978877131481, -58.3806395521122 -34.5978173063058, -58.3808312279385 -34.5978269119874, -58.3808246799157 -34.5979162589159, -58.3807189583886 -34.5979109608058, -58.3807160271213 -34.5979509568192, -58.380664077079 -34.5979483533708, -58.3806683964804 -34.5978894172771))",48Q3CJ29+VP24
-34.60490005,-58.37399176,169.2586,0.7301,"POLYGON((-58.3738319721706 -34.6049189862992, -58.3738355132778 -34.6048665241654, -58.374151549312 -34.6048811078317, -58.3741480084042 -34.6049335699695, -58.3738319721706 -34.6049189862992))",48Q39JWG+2CJV
-34.60041793,-58.38653043,146.531,0.7182,"POLYGON((-58.3864622056116 -34.6004706245192, -58.3864701564435 -34.600358975031, -58.3865986639293 -34.6003652321749, -58.3865907132694 -34.6004768816673, -58.3864622056116 -34.6004706245192))",48Q39JX7+R9Q6
-34.59984934,-58.37994119,21.3627,0.7159,"POLYGON((-58.3799057047599 -34.5998629575136, -58.3799076991375 -34.5998326180956, -58.3799766792212 -34.5998357185376, -58.3799746848687 -34.599866057956, -58.3799057047599 -34.5998629575136))",48Q3CJ2C+3275
-34.61175573,-58.38903891,28.8221,0.6664,"POLYGON((-58.3890060412202 -34.6117765538913, -58.3890121705607 -34.6117295890267, -58.3890717839294 -34.6117349071687, -58.3890656546222 -34.6117818720356, -58.3890060412202 -34.6117765538913))",48Q39JQ6+79WQ
-34.61038375,-58.38125595,315.9864,0.6693,"POLYGON((-58.3812197182188 -34.6102156002586, -58.3812705961852 -34.610217183549, -58.3812721331161 -34.6101834222196, -58.381306965867 -34.6101845061811, -58.3812895847978 -34.6105663137441, -58.3812038737084 -34.6105636464895, -58.3812197182188 -34.6102156002586))",48Q39JQ9+RFXQ
-34.61120376,-58.38645967,91.028,0.7712,"POLYGON((-58.3864184616228 -34.6112586053889, -58.3864198376769 -34.6111482325411, -58.386500874381 -34.611148923133, -58.3864994984342 -34.6112592959792, -58.3864184616228 -34.6112586053889))",48Q39JQ7+GC7V
-34.60383177,-58.38896754,115.0941,0.6718,"POLYGON((-58.3888529055737 -34.6038324739816, -58.3889828547233 -34.6038382204803, -58.3889887297298 -34.6037473872618, -58.389036890691 -34.6037495169594, -58.3890285092544 -34.6038791030648, -58.3888503990103 -34.6038712268699, -58.3888529055737 -34.6038324739816))",48Q39JW6+FC7J
-34.60618426,-58.37739469,55.4267,0.6976,"POLYGON((-58.3773281536045 -34.6061500261511, -58.3773603396561 -34.6061259142376, -58.3774612212645 -34.6062179768563, -58.3774284291327 -34.6062425428342, -58.3773281536045 -34.6061500261511))",48Q39JVF+G2HM
-34.59495294,-58.38403743,21.2729,0.6613,"POLYGON((-58.3840111716807 -34.5949727978267, -58.3840147111803 -34.5949302950405, -58.384063653451 -34.5949330821961, -58.3840601139762 -34.5949755849832, -58.3840111716807 -34.5949727978267))",48Q3CJ48+298X
-34.61211717,-58.38631137,35.608,0.7564,"POLYGON((-58.3862837718967 -34.6121493858518, -58.3862854872703 -34.6120839971409, -58.386338975746 -34.6120849562853, -58.3863372604145 -34.612150344996, -58.3862837718967 -34.6121493858518))",48Q39JQ7+5F46
-34.59871893,-58.39046103,1268.0012,0.7908,"POLYGON((-58.3907795 -34.5985973, -58.3907693 -34.5987143, -58.3907399 -34.5987126, -58.3907361 -34.598756, -58.390674 -34.5987523, -58.3906702 -34.5987965, -58.3906029 -34.5987925, -58.3905976 -34.598854, -58.3900671 -34.5988225, -58.3900763 -34.5987168, -58.3904119 -34.5987367, -58.3904174 -34.5986725, -58.3903193 -34.5986666, -58.3903276 -34.5985705, -58.3907795 -34.5985973))",48Q3CJ25+GR76
-34.60156583,-58.38993902,99.1642,0.806,"POLYGON((-58.3898771912997 -34.6016069460262, -58.3898707234267 -34.6015324430048, -58.3900008343203 -34.6015247199446, -58.3900073023086 -34.6015992229568, -58.3898771912997 -34.6016069460262))",48Q39JX6+92F9
-34.60527391,-58.38383411,265.3771,0.7898,"POLYGON((-58.3837786 -34.6054377, -58.3837919 -34.6051417, -58.3838923 -34.6051447, -58.3838814 -34.6053884, -58.3838109 -34.6053863, -58.3838086 -34.6054386, -58.3837786 -34.6054377))",48Q39JV8+VFV3
-34.59648123,-58.37868743,457.1069,0.7338,"POLYGON((-58.3784941542693 -34.5965257173727, -58.3785050141722 -34.5964007137575, -58.378741970461 -34.5964147905157, -58.3787384541603 -34.5964552664882, -58.3789166248263 -34.5964658506876, -58.3789092817596 -34.5965503783511, -58.3784941542693 -34.5965257173727))",48Q3CJ3C+CG4J
-34.60218767,-58.38294068,30.397,0.6545,"POLYGON((-58.3829144237362 -34.6022176950042, -58.3829195104417 -34.6021550180277, -58.3829669499018 -34.6021576503836, -58.3829618632322 -34.602220327361, -58.3829144237362 -34.6022176950042))",48Q39JX8+4RFH
-34.59710835,-58.37626663,74.5577,0.8464,"POLYGON((-58.3762314323322 -34.5971647897173, -58.3762386086437 -34.5970492203371, -58.3763018276689 -34.5970519046626, -58.3762946514452 -34.5971674740444, -58.3762314323322 -34.5971647897173))",48Q3CJ3F+5F5M
-34.60348762,-58.38737207,76.6635,0.7483,"POLYGON((-58.3873301611805 -34.6035375467581, -58.3873350527872 -34.6034399652864, -58.3874167047514 -34.6034427636925, -58.3874125249418 -34.6035261473356, -58.3873809907311 -34.6035250665908, -58.3873802790241 -34.6035392644207, -58.3873301611805 -34.6035375467581))",48Q39JW7+J32C
-34.59685586,-58.38917044,64.4221,0.6973,"POLYGON((-58.3891244434885 -34.5968901183855, -58.3891312059771 -34.596816266584, -58.3892164239382 -34.5968216024897, -58.3892096615251 -34.5968954542956, -58.3891244434885 -34.5968901183855))",48Q3CJ36+784P
-34.60490626,-58.38569347,52.6167,0.7576,"POLYGON((-58.3856344395882 -34.6049264281141, -58.3856368674291 -34.6048818092747, -58.3857525078241 -34.6048861111237, -58.3857500800452 -34.6049307299638, -58.3856344395882 -34.6049264281141))",48Q39JW7+2PMQ
-34.61065901,-58.38385587,120.3815,0.7862,"POLYGON((-58.3838195882465 -34.6105804749997, -58.3838954072995 -34.6105815570141, -58.3838921510281 -34.6107375353818, -58.3838163318331 -34.6107364533687, -58.3838195882465 -34.6105804749997))",48Q39JQ8+PFJP
-34.60347387,-58.37495972,395.2699,0.801,"POLYGON((-58.3748032924758 -34.6035263832132, -58.3748187502064 -34.6033970499409, -58.3751161477154 -34.6034213513012, -58.3751006904468 -34.6035506845999, -58.3748032924758 -34.6035263832132))",48Q39JWG+J273
-34.59480808,-58.38444374,245.5683,0.7155,"POLYGON((-58.3843932311498 -34.5947089659694, -58.3845422501246 -34.5947172188187, -58.3845349434612 -34.5948074419331, -58.3844612207752 -34.5948033591055, -58.3844498476094 -34.5949437937872, -58.3843745510337 -34.5949396237547, -58.3843932311498 -34.5947089659694))",48Q3CJ48+36FQ
-34.61244834,-58.38486262,18.5765,0.6651,"POLYGON((-58.3848424049222 -34.6124722271952, -58.3848463060189 -34.6124224830207, -58.3848828504899 -34.6124244420208, -58.384878949415 -34.612474186196, -58.3848424049222 -34.6124722271952))",48Q39JQ8+23C3
-34.59555552,-58.3891002,258.7046,0.7012,"POLYGON((-58.3890725878371 -34.5956780527005, -58.3890823823026 -34.595536320401, -58.3890006327587 -34.5955324571961, -58.3890068535358 -34.5954424395924, -58.3890783308417 -34.5954458173711, -58.3890806497181 -34.5954122616704, -58.389125224459 -34.5954143681028, -58.3891143436867 -34.5955718212537, -58.3891934405059 -34.5955755590227, -58.3891859874652 -34.5956834114838, -58.3890725878371 -34.5956780527005))",48Q3CJ36+Q9CQ
-34.61063242,-58.38650445,30.2896,0.7124,"POLYGON((-58.3864724497101 -34.6106554486409, -58.3864757253604 -34.6106065962285, -58.386536467037 -34.6106093803272, -58.3865331914223 -34.6106582327403, -58.3864724497101 -34.6106554486409))",48Q39JQ7+P9XQ
-34.60463819,-58.37355032,213.562,0.6666,"POLYGON((-58.3734739275811 -34.6047088073419, -58.3734874394657 -34.604558975872, -58.3736267210472 -34.6045675631317, -58.3736132094127 -34.6047173946108, -58.3734739275811 -34.6047088073419))",48Q39JWG+4HWF
-34.59532808,-58.3902521,60.9477,0.7719,"POLYGON((-58.3902106364653 -34.5953643251545, -58.3902127329308 -34.5952902798094, -58.3902935594931 -34.5952918447088, -58.3902914630994 -34.5953658900556, -58.3902106364653 -34.5953643251545))",48Q3CJ35+VV9X
-34.6000642,-58.38048787,119.3778,0.6597,"POLYGON((-58.380417859003 -34.6001039553958, -58.3804278419972 -34.6000145185711, -58.3805578829481 -34.6000244433714, -58.3805479000927 -34.6001138802035, -58.380417859003 -34.6001039553958))",48Q39JX9+XRCF
-34.60482731,-58.37719823,52.8452,0.7519,"POLYGON((-58.3771574982637 -34.6048591990176, -58.3771624015301 -34.6047916244596, -58.3772389688898 -34.6047954227933, -58.3772340656854 -34.6048629973535, -58.3771574982637 -34.6048591990176))",48Q39JWF+347W
-34.60217226,-58.38262553,210.59,0.8653,"POLYGON((-58.3825330189523 -34.6022316111134, -58.3825372702659 -34.6021458052984, -58.3825700050558 -34.6021469141978, -58.38257223871 -34.6021018311308, -58.3827086036339 -34.6021064504342, -58.3827021189142 -34.6022373393179, -58.3825330189523 -34.6022316111134))",48Q39JX8+4WQ5
-34.6036526,-58.38346852,167.8708,0.7532,"POLYGON((-58.3833727909881 -34.6036911529433, -58.3833819737964 -34.6036013011429, -58.3835642516403 -34.6036140373614, -58.383555069025 -34.6037038891701, -58.3833727909881 -34.6036911529433))",48Q39JW8+GJMR
-34.60045705,-58.3791295,180.0016,0.6615,"POLYGON((-58.3791563615764 -34.600504764197, -58.3791550895786 -34.6005265328279, -58.3790971644942 -34.6005242185263, -58.3790984365073 -34.6005024498951, -58.3790472562829 -34.6005004050495, -58.3790532972795 -34.600397023268, -58.3791821992043 -34.6004021733539, -58.3791817342041 -34.600410131289, -58.3792137805054 -34.6004114116303, -58.3792082047055 -34.6005068354815, -58.3791563615764 -34.600504764197))",48Q39JXC+R89Q
-34.60292396,-58.38009835,121.4979,0.8409,"POLYGON((-58.3800140609875 -34.6029554017827, -58.3800210735603 -34.6028819666949, -58.3801826350988 -34.6028925148714, -58.3801756226681 -34.602965949965, -58.3800140609875 -34.6029554017827))",48Q39JW9+RXJ5
-34.60303634,-58.38489162,319.0235,0.731,"POLYGON((-58.3847765 -34.6031436, -58.3847785 -34.6031053, -58.3848446 -34.6031077, -58.3848507 -34.6029899, -58.3848081 -34.6029884, -58.3848097 -34.6029574, -58.3848372 -34.6029583, -58.3848405 -34.6028955, -58.3849214 -34.6028984, -58.3849182 -34.6029612, -58.3849718 -34.6029631, -58.3849665 -34.6030658, -58.3849622 -34.6031501, -58.3847765 -34.6031436))",48Q39JW8+Q2QF
-34.61176065,-58.38287792,194.9449,0.7359,"POLYGON((-58.3827623971561 -34.6117970339549, -58.3827692186481 -34.6117119706205, -58.3829934430073 -34.6117242616786, -58.3829866217439 -34.6118093250201, -58.3827623971561 -34.6117970339549))",48Q39JQ8+7RXH
-34.60809322,-58.37893963,107.6143,0.7909,"POLYGON((-58.3788747716734 -34.6081367304796, -58.3788778829685 -34.6080705690362, -58.3789053784421 -34.6080714529529, -58.3789067927257 -34.6080413780925, -58.3789976069059 -34.6080442975177, -58.3789930814538 -34.6081405338223, -58.3788747716734 -34.6081367304796))",48Q39JRC+QC79
-34.60249427,-58.38248456,121.058,0.6762,"POLYGON((-58.3825164 -34.6025679, -58.382518 -34.6025357, -58.3824759 -34.6025343, -58.3824771 -34.6025095, -58.3823908 -34.6025066, -58.3823936 -34.6024509, -58.3825547 -34.6024564, -58.3825491 -34.602569, -58.3825164 -34.6025679))",48Q39JX9+2227
-34.61174982,-58.38911308,26.5484,0.7866,"POLYGON((-58.3890804289627 -34.6117696377436, -58.3890810956303 -34.6117292826123, -58.3891457320214 -34.6117300124977, -58.3891450653851 -34.6117703676283, -58.3890804289627 -34.6117696377436))",48Q39JQ6+8923
-34.59796544,-58.38807661,97.5143,0.7459,"POLYGON((-58.3880326436148 -34.5980235322884, -58.3880409703629 -34.5979035736131, -58.3881205778759 -34.597907352094, -58.3881122512425 -34.5980273107727, -58.3880326436148 -34.5980235322884))",48Q3CJ26+RQ78
-34.60049779,-58.38858225,315.4691,0.6981,"POLYGON((-58.3884966670329 -34.6005913352513, -58.3885030122498 -34.6004153628409, -58.3885687236586 -34.6004169829121, -58.3885703679261 -34.6003713812463, -58.3886461443076 -34.6003732494187, -58.3886404245279 -34.6005318841208, -58.3886819839364 -34.6005329086941, -58.3886797146041 -34.6005958480676, -58.3884966670329 -34.6005913352513))",48Q39JX6+RH33
-34.60235918,-58.3754574,230.3443,0.7886,"POLYGON((-58.3753716 -34.6024349, -58.3753745 -34.6023532, -58.3754045 -34.602354, -58.3754074 -34.6022712, -58.3755301 -34.6022742, -58.3755242 -34.6024386, -58.3753716 -34.6024349))",48Q39JXF+3R3M
-34.61036275,-58.3862754,173.4791,0.7713,"POLYGON((-58.386215 -34.6104412, -58.386233 -34.6102767, -58.3863358 -34.6102843, -58.3863178 -34.6104488, -58.386215 -34.6104412))",48Q39JQ7+VF5C
-34.60864579,-58.38177501,11.5855,0.6904,"POLYGON((-58.3817582209303 -34.6086630191869, -58.3817596150596 -34.6086276795069, -58.3817917954993 -34.6086285473475, -58.3817904013838 -34.6086638870275, -58.3817582209303 -34.6086630191869))",48Q39JR9+G7X2
